source	target
The secondary exploration target was to prove petroleum in chalk in the Ekofisk and Tor formations (Palaeocene and Upper Cretaceous).	Sekundært letemål var å påvise petroleum i kalkstein i Ekofisk- og Torformasjonen (paleocen og øvre kritt).
Pressure data from the 7220/11-3, 7220/11-3 A appraisal wells and deepening 7220/11-3 AR indicate communication with the 7220/11-1 discovery well.	Trykkdata fra avgrensningsbrønnene 7220/11-3, 7220/11-3 A og fordypningen 7220/11-3 AR indikerer kommunikasjon med funnbrønnen 7220/11-1.
Petro-Canada Norge AS (operator):	Petro-Canada Norge AS (op):
Water depth at the site is 140 metres.	Havdypet er 140 meter.
This is 0.2 million Sm3 o.e. less than in October 2007.	Dette er 0,2 millionar Sm3 o.e. meir enn i same månad i 2007.
The course participants must also pass a written test – in English as well – in order to be certified.	Kursdeltakerne må avlegge skriftlig prøve – også i engelsk – for å bli godkjent.
The well will be drilled between the discoveries 15/3-1 S Gudrun and 15/3-4 Sigrun, about 45 kilometers to the north of the Sleipner Vest field in the North Sea.	Brønnen blir bora mellom funna 15/3-1 S Gudrun og 15/3-4 Sigrun om lag 45 kilometer nord for feltet Sleipner Vest i Nordsjøen.
Low production figures in September are due to planned maintenance shutdowns on several fields.	Låg produksjon i september skuldast planlagde vedlikehaldsstans på fleire felt.
Balder FPSO (Photo: ExxonMobil)	Balder FPSO (Foto: ExxonMobil)
The authorities here are strong and want to promote cooperation and knowledge sharing.	Myndighetene her er sterke og ønsker å fremme samarbeid og kunnskapsdeling.
A successful formation test has been performed.	En vellykket formasjonstest er gjennomført.
The well will be drilled east of the Sleipner Øst field in the central sector of the North Sea.	Brønnen blir bora aust for Sleipner Østtfeltet i den midtre delen av Nordsjøen.
The report indicates, for example, that	Det går blant annet fram av rapporten at
The well has been drilled about 17 kilometres southwest of the Gjøa field in the North Sea.	Brønnen er boret om lag 17 kilometer sørvest for Gjøafeltet i Nordsjøen.
“It is important to clarify the responsibilities in a field development.	Det er viktig å presisere ansvarsforholdene ved en feltutbygging.
The remaining resources can form the basis for considerable production and value creation for many decades to come.	Ressursane som er igjen kan legge grunnlag for betydeleg produksjon og verdiskaping i mange tiår framover.
This is the 14th exploration well drilled in production licence 169.	Dette er den 14. letebrønnen som er boret i utvinningstillatelse 169.
This is the first well to be drilled in this production licence.	Dette er den første brønnen som bores i denne utvinningstillatelsen.
The license was awarded in the 19th licensing round in 2006.	Utvinningstillatelsen ble tildelt i 19. konsesjonsrunde i 2006.
The well was drilled to a vertical depth of 3218 metres below the sea surface, and was terminated in the Rotliegendes Group in Permian.	Brønnen ble boret til et vertikalt dyp av 3218 meter under havflaten, og den ble avsluttet i Rotliegendesgruppen i perm.
Making a determined effort to recover the oil resources from the large fields has become an urgent matter.	Det haster med å ta et krafttak for å få opp oljeressursene i de store feltene.
The map function displays fields and active exploration wells, all linked to relevant background information.	Kartfunksjonen viser felt og aktive letebrønner, alt koblet mot relevant bakgrunnsinformasjon.
The drilling program for well 7220/5-2 relates to drilling of a wildcat well in production licence 532.	Boreprogrammet for brønn 7220/5-2 gjeld boring av en undersøkingsbrønn i utvinningsløyve 532.
The average daily liquid production in May was: 1 631 000 barrels of oil, 307 000 barrels of NGL and 68 000 barrels of condensate.	Væskeproduksjonen i mai fordeler seg slik: 1 631 000 fat olje, 307 000 fat NGL og 68 000 fat kondensat i gjennomsnitt per dag.
AS Norske Shell	AS Norske Shell
Statoil is the operator with an ownership interest of 59.1 per cent.	Statoil er operatør med en andel på 59,1 prosent.
The water depth at the site is 336 metres.	Havdypet er 336 meter.
The well was drilled 2.4 kilometres northeast of the 35/12-2 oil discovery well (Grosbeak) in the northern part of the North Sea.	Brønnen vert bora 2,4 kilometer nordaust for oljefunnbrønnen 35/12-2 (Grosbeak) i nordlige del av Nordsjøen.
Its deepest part goes down to almost 5 500 metres.	På det dypeste er det nesten 5500 meter.
The resource estimate for oil is larger than for gas in Nordland VI and VII.	Ressursanslaget for olje er større enn for gass i Nordland VI og VII.
Please click here to access the Norwegian Petroleum Directorate's FactPages, where you will find a list of this year's exploration wells.	En oversikt over årets letebrønner finnes her på Oljedirektoratets faktasider.
It is therefore important that the industry studies the findings in our report,” says director Arne Holhjem in the NPD.	Derfor er det viktig at næringen setter seg inn i funnene i rapporten vår," sier Arne Holhjem, direktør for teknologi, miljø og økt utvinng i OD.
The doctoral work consists of five scientific articles.	Doktorgradsarbeidet består av fem vitenskapelige artikler.
Jan-Oct 2006	Jan-okt 2006
Simplified navigation	Forenklet navigering
The gas will be injected for pressure support in the initial phase, but is planned be exported later on.	Gassen skal injiseres for trykkstøtte i den første fasen, men den skal etter planene eksporteres seinere.
On the Fedynsky High, there is a possibility of petroleum deposits that span across the border between Norway and Russia.	På Fedynskijhøgda er det en mulighet for at Norge og Russland kan ha potensielle petroleumsforekomster som krysser avgrensningslinjen mellom de to landene.
Final production figures from August 2016 show an average daily production of about 1.572 million barrels of oil, 0.364 million barrels of NGL and condensate and a total of 8.0 billion Sm3 saleable gas production.	Endelege produksjonstal for august 2016 viser ein gjennomsnittleg dagsproduksjon på om lag 1,572 millionar fat olje, 0,364 millionar fat NGL og kondensat og totalt 8,0 GSm3 gass for sal.
Well 6407/1-5 S will be drilled from the Borgland Dolphin drilling facility at position 64°59’20.14”north and 07°00’17.24”east after completing the drilling of wildcat well 6507/6-4A for E.ON Ruhrgas in production licence 350.	Brønn 6407/1-5 S skal borast frå boreinnretninga Borgland Dophin i posisjon 64°59’20,14”nord og 07°00’17,24”aust etter avslutting av boring av undersøkingsbrønn 6507/6-4A for E.ON Ruhrgas i utvinningsløyve 350.
If condensate and natural gas liquids (NGL) are included, daily production of liquid fell from 2.39 to 2.20 million barrels.	Medregnet kondensat og flytende naturgass (NGL) så sank dagsproduksjonen av væske fra 2,39 til 2,20 millioner fat.
The drilling program for wellbore 16/1-12 relates to the drilling of an appraisal well in production licence 338.	Boreprogrammet for brønnbane 16/1-12 gjelder boring av avgrensingsbrønn i utvinningstillatelse 338.
“Between 2007 and 2011, we have been able to mature the same volume from the main reservoir as has been produced.	«I de fem årene fra 2007 til 2011 har vi greid å modne fram like store volumer fra hovedreservoaret som vi har produsert.
The Bjarmeland Platform furthest north and the Fedynsky High in the east are considered to be pure gas provinces, while the Nordkapp Basin, Tiddlybank Basin and Finnmark Platform are considered to be combined oil and gas provinces.	Bjarmelandsplattformen lengst nord og Fedynskijhøgda i øst vurderes som rene gassprovinser, mens Nordkappbassenget, Tiddlybankbassenget og Finnmarksplattformen vurderes som kombinerte olje- og gassprovinser.
The objective of the well was to confirm the size of the 7324/8-1 discovery in the "Wisting Central Sør" and "Wisting Central Vest" segments.	Hensikten med brønnen var å bekrefte størrelsen på funnet 7324/8-1 i de to segmentene «Wisting Central Sør» og «Wisting Central Vest».
The growth potential for tourism is huge, she believes, and takes the opportunity to invite Norwegians to take a holiday in her country - which is very beautiful, with a benign climate and fine beaches offering particularly good opportunities for diving.	Vekstpotensialet i turistnæringen er enormt, mener Bias, og benytter anledningen til å invitere nordmenn på ferie til hjemlandet sitt - som er svært vakkert, med flotte strender som har spesielt gode muligheter for dykking - og et behagelig klima!
The other licensees are Edison Norge AS (20 per cent) and Concedo ASA (10 per cent).	Dei andre rettshavarane er Edison Norge AS (20 prosent) og Concedo ASA (10 prosent).
Final figures will be published in the beginning of August 2006.	Endelige produksjonstall vil bli offentliggjort i begynnelsen av august 2006.
As expected, the Hugin formation has good reservoir properties, but is dry.	Huginformasjonen har som forventet gode reservoaregenskaper, men er tørr.
The wells were drilled four kilometres south of the 25/2-10 S (Frigg Gamma Delta) oil/gas discovery and eight kilometres north of the shut down Frøy field in the North Sea.	Brønnene ble boret fire kilometer sør for olje/gass-funnet 25/2-10 S (Frigg Gamma Delta) og åtte kilometer nord for det nedstengte Frøy-feltet i Nordsjøen.
The applicants expressed interest in a total of 81 blocks, 78 of which were awarded to 9 companies.	Søkerne viste interesse for til sammen 81 blokker, 78 av disse ble tildelt til sammen 9 selskap.
The Jan Mayen Ridge is surrounded by oceanic crust which was formed as the North Atlantic Sea opened up.	Jan Mayen-ryggen er omgitt av oseanisk jordskorpe som ble dannet etter hvert som det nordatlantiske havet åpnet seg.
BG Norge AS	BG Norge AS
The well will be drilled from the Transocean Leader drilling facility at position 60°29´05.4” North and 02°42´41.8” East.	Brønnen skal bores fra boreinnretningen Transocean Leader i posisjon 60°29´05,4” Nord og 02°42´41,8” Øst.
Water depth at the site is 109 metres.	Havdypet er 109 meter.
Production licence 506 S was awarded on 23 January 2009 (APA 2008).	Utvinningsløyve 506 S vart delt ut 23. januar 2009 (TFO 2008).
The well was not subject to a production test.	Brønnen ble ikke produksjonstestet.
The other licensees are Marathon Petroleum Norge AS (10 per cent) and GDF SUEZ E&P Norge AS (25 per cent).	Dei andre rettshavarane er Marathon Petroleum Norge AS (10 prosent), og GDF SUEZ E&P Norge AS (25 prosent).
The secondary exploration target was to prove petroleum in the Sele formation from the Palaeocene Age.	Sekundært letemål var å påvise petroleum i Seleformasjonen av paleocen alder.
"The assessments made at the time were sound.	«Vurderingene som ble gjort den gang var kloke.
